Title,track_id,track_features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Holiday in Cambodia,2OuNnwnNQyWrF47pthWxNb,"{'danceability': 0.133, 'energy': 0.927, 'key': 7, 'loudness': -5.371, 'mode': 1, 'speechiness': 0.0741, 'acousticness': 0.00344, 'instrumentalness': 0.00044, 'liveness': 0.0915, 'valence': 0.5, 'tempo': 197.708, 'type': 'audio_features', 'id': '2OuNnwnNQyWrF47pthWxNb', 'uri': 'spotify:track:2OuNnwnNQyWrF47pthWxNb', 'track_href': 'https://api.spotify.com/v1/tracks/2OuNnwnNQyWrF47pthWxNb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2OuNnwnNQyWrF47pthWxNb', 'duration_ms': 224867, 'time_signature': 4}",0.133,0.927,7,-5.371,1,0.0741,0.00344,0.00044,0.0915,0.5,197.708,audio_features,2OuNnwnNQyWrF47pthWxNb,spotify:track:2OuNnwnNQyWrF47pthWxNb,https://api.spotify.com/v1/tracks/2OuNnwnNQyWrF47pthWxNb,https://api.spotify.com/v1/audio-analysis/2OuNnwnNQyWrF47pthWxNb,224867,4
Rainbow in the Dark,2PpNgmrS9mAyrkRAwn6YPq,"{'danceability': 0.512, 'energy': 0.947, 'key': 9, 'loudness': -5.659, 'mode': 0, 'speechiness': 0.0401, 'acousticness': 0.000692, 'instrumentalness': 0.114, 'liveness': 0.0283, 'valence': 0.612, 'tempo': 117.461, 'type': 'audio_features', 'id': '2PpNgmrS9mAyrkRAwn6YPq', 'uri': 'spotify:track:2PpNgmrS9mAyrkRAwn6YPq', 'track_href': 'https://api.spotify.com/v1/tracks/2PpNgmrS9mAyrkRAwn6YPq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2PpNgmrS9mAyrkRAwn6YPq', 'duration_ms': 256933, 'time_signature': 4}",0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,audio_features,2PpNgmrS9mAyrkRAwn6YPq,spotify:track:2PpNgmrS9mAyrkRAwn6YPq,https://api.spotify.com/v1/tracks/2PpNgmrS9mAyrkRAwn6YPq,https://api.spotify.com/v1/audio-analysis/2PpNgmrS9mAyrkRAwn6YPq,256933,4
Down With the Sickness,40rvBMQizxkIqnjPdEWY1v,"{'danceability': 0.695, 'energy': 0.876, 'key': 3, 'loudness': -4.262, 'mode': 0, 'speechiness': 0.0553, 'acousticness': 0.000996, 'instrumentalness': 6.89e-06, 'liveness': 0.106, 'valence': 0.941, 'tempo': 89.954, 'type': 'audio_features', 'id': '40rvBMQizxkIqnjPdEWY1v', 'uri': 'spotify:track:40rvBMQizxkIqnjPdEWY1v', 'track_href': 'https://api.spotify.com/v1/tracks/40rvBMQizxkIqnjPdEWY1v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40rvBMQizxkIqnjPdEWY1v', 'duration_ms': 279213, 'time_signature': 4}",0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,audio_features,40rvBMQizxkIqnjPdEWY1v,spotify:track:40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/tracks/40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/audio-analysis/40rvBMQizxkIqnjPdEWY1v,279213,4
All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,"{'danceability': 0.438, 'energy': 0.805, 'key': 8, 'loudness': -6.237, 'mode': 1, 'speechiness': 0.0624, 'acousticness': 0.00255, 'instrumentalness': 5.69e-05, 'liveness': 0.0842, 'valence': 0.564, 'tempo': 113.253, 'type': 'audio_features', 'id': '2aoo2jlRnM3A0NyLQqMN2f', 'uri': 'spotify:track:2aoo2jlRnM3A0NyLQqMN2f', 'track_href': 'https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f', 'duration_ms': 240800, 'time_signature': 4}",0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,240800,4
What's Going On,3Um9toULmYFGCpvaIPFw7l,"{'danceability': 0.283, 'energy': 0.716, 'key': 1, 'loudness': -9.632, 'mode': 0, 'speechiness': 0.0986, 'acousticness': 0.447, 'instrumentalness': 0, 'liveness': 0.399, 'valence': 0.828, 'tempo': 201.96, 'type': 'audio_features', 'id': '3Um9toULmYFGCpvaIPFw7l', 'uri': 'spotify:track:3Um9toULmYFGCpvaIPFw7l', 'track_href': 'https://api.spotify.com/v1/tracks/3Um9toULmYFGCpvaIPFw7l', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Um9toULmYFGCpvaIPFw7l', 'duration_ms': 233000, 'time_signature': 4}",0.283,0.716,1,-9.632,0,0.0986,0.447,0.0,0.399,0.828,201.96,audio_features,3Um9toULmYFGCpvaIPFw7l,spotify:track:3Um9toULmYFGCpvaIPFw7l,https://api.spotify.com/v1/tracks/3Um9toULmYFGCpvaIPFw7l,https://api.spotify.com/v1/audio-analysis/3Um9toULmYFGCpvaIPFw7l,233000,4
Age of Consent,2EEinN4Zk8MUv4OQuLsTBj,"{'danceability': 0.372, 'energy': 0.91, 'key': 2, 'loudness': -5.559, 'mode': 1, 'speechiness': 0.0392, 'acousticness': 0.00101, 'instrumentalness': 0.0944, 'liveness': 0.13, 'valence': 0.756, 'tempo': 161.964, 'type': 'audio_features', 'id': '2EEinN4Zk8MUv4OQuLsTBj', 'uri': 'spotify:track:2EEinN4Zk8MUv4OQuLsTBj', 'track_href': 'https://api.spotify.com/v1/tracks/2EEinN4Zk8MUv4OQuLsTBj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2EEinN4Zk8MUv4OQuLsTBj', 'duration_ms': 315333, 'time_signature': 4}",0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,audio_features,2EEinN4Zk8MUv4OQuLsTBj,spotify:track:2EEinN4Zk8MUv4OQuLsTBj,https://api.spotify.com/v1/tracks/2EEinN4Zk8MUv4OQuLsTBj,https://api.spotify.com/v1/audio-analysis/2EEinN4Zk8MUv4OQuLsTBj,315333,4
More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,"{'danceability': 0.377, 'energy': 0.681, 'key': 7, 'loudness': -8.039, 'mode': 1, 'speechiness': 0.0298, 'acousticness': 0.00088, 'instrumentalness': 0.0023, 'liveness': 0.0504, 'valence': 0.285, 'tempo': 108.789, 'type': 'audio_features', 'id': '1QEEqeFIZktqIpPI4jSVSF', 'uri': 'spotify:track:1QEEqeFIZktqIpPI4jSVSF', 'track_href': 'https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF', 'duration_ms': 285133, 'time_signature': 4}",0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,1QEEqeFIZktqIpPI4jSVSF,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
Cities in Dust,6YnwabfodprvQbEmUkV1Bl,"{'danceability': 0.533, 'energy': 0.961, 'key': 10, 'loudness': -5.397, 'mode': 0, 'speechiness': 0.0924, 'acousticness': 0.00114, 'instrumentalness': 5.6e-05, 'liveness': 0.911, 'valence': 0.498, 'tempo': 121.0, 'type': 'audio_features', 'id': '6YnwabfodprvQbEmUkV1Bl', 'uri': 'spotify:track:6YnwabfodprvQbEmUkV1Bl', 'track_href': 'https://api.spotify.com/v1/tracks/6YnwabfodprvQbEmUkV1Bl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6YnwabfodprvQbEmUkV1Bl', 'duration_ms': 193884, 'time_signature': 4}",0.533,0.961,10,-5.397,0,0.0924,0.00114,5.6e-05,0.911,0.498,121.0,audio_features,6YnwabfodprvQbEmUkV1Bl,spotify:track:6YnwabfodprvQbEmUkV1Bl,https://api.spotify.com/v1/tracks/6YnwabfodprvQbEmUkV1Bl,https://api.spotify.com/v1/audio-analysis/6YnwabfodprvQbEmUkV1Bl,193884,4
Painkiller,0L7zm6afBEtrNKo6C6Gj08,"{'danceability': 0.435, 'energy': 0.987, 'key': 1, 'loudness': -4.667, 'mode': 0, 'speechiness': 0.16, 'acousticness': 0.000195, 'instrumentalness': 0.0847, 'liveness': 0.268, 'valence': 0.101, 'tempo': 103.16, 'type': 'audio_features', 'id': '0L7zm6afBEtrNKo6C6Gj08', 'uri': 'spotify:track:0L7zm6afBEtrNKo6C6Gj08', 'track_href': 'https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08', 'duration_ms': 365827, 'time_signature': 4}",0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,audio_features,0L7zm6afBEtrNKo6C6Gj08,spotify:track:0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08,365827,4
Gangsters,1DIXPcTDzTj8ZMHt3PDt8p,"{'danceability': 0.647, 'energy': 0.514, 'key': 8, 'loudness': -10.05, 'mode': 1, 'speechiness': 0.0593, 'acousticness': 0.0655, 'instrumentalness': 0, 'liveness': 0.398, 'valence': 0.386, 'tempo': 79.975, 'type': 'audio_features', 'id': '1DIXPcTDzTj8ZMHt3PDt8p', 'uri': 'spotify:track:1DIXPcTDzTj8ZMHt3PDt8p', 'track_href': 'https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1DIXPcTDzTj8ZMHt3PDt8p', 'duration_ms': 240693, 'time_signature': 4}",0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,audio_features,1DIXPcTDzTj8ZMHt3PDt8p,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/audio-analysis/1DIXPcTDzTj8ZMHt3PDt8p,240693,4
Mirror in the Bathroom,3LUhdkixxrrqv3nfNfkINe,"{'danceability': 0.632, 'energy': 0.706, 'key': 7, 'loudness': -7.391, 'mode': 1, 'speechiness': 0.0676, 'acousticness': 0.0749, 'instrumentalness': 0.0413, 'liveness': 0.0356, 'valence': 0.945, 'tempo': 171.199, 'type': 'audio_features', 'id': '3LUhdkixxrrqv3nfNfkINe', 'uri': 'spotify:track:3LUhdkixxrrqv3nfNfkINe', 'track_href': 'https://api.spotify.com/v1/tracks/3LUhdkixxrrqv3nfNfkINe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3LUhdkixxrrqv3nfNfkINe', 'duration_ms': 190333, 'time_signature': 4}",0.632,0.706,7,-7.391,1,0.0676,0.0749,0.0413,0.0356,0.945,171.199,audio_features,3LUhdkixxrrqv3nfNfkINe,spotify:track:3LUhdkixxrrqv3nfNfkINe,https://api.spotify.com/v1/tracks/3LUhdkixxrrqv3nfNfkINe,https://api.spotify.com/v1/audio-analysis/3LUhdkixxrrqv3nfNfkINe,190333,4
Iron Man,4svkPL62HbvyFgf0nHFXAF,"{'danceability': 0.332, 'energy': 0.769, 'key': 9, 'loudness': -11.503, 'mode': 1, 'speechiness': 0.0765, 'acousticness': 0.00367, 'instrumentalness': 0.00413, 'liveness': 0.0372, 'valence': 0.525, 'tempo': 157.378, 'type': 'audio_features', 'id': '4svkPL62HbvyFgf0nHFXAF', 'uri': 'spotify:track:4svkPL62HbvyFgf0nHFXAF', 'track_href': 'https://api.spotify.com/v1/tracks/4svkPL62HbvyFgf0nHFXAF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4svkPL62HbvyFgf0nHFXAF', 'duration_ms': 354774, 'time_signature': 4}",0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,audio_features,4svkPL62HbvyFgf0nHFXAF,spotify:track:4svkPL62HbvyFgf0nHFXAF,https://api.spotify.com/v1/tracks/4svkPL62HbvyFgf0nHFXAF,https://api.spotify.com/v1/audio-analysis/4svkPL62HbvyFgf0nHFXAF,354774,4
The Killing Moon,0cOf4csnt4DeXSkFmBjULw,"{'danceability': 0.568, 'energy': 0.829, 'key': 7, 'loudness': -7.066, 'mode': 1, 'speechiness': 0.0303, 'acousticness': 0.218, 'instrumentalness': 0.00418, 'liveness': 0.0976, 'valence': 0.79, 'tempo': 124.201, 'type': 'audio_features', 'id': '0cOf4csnt4DeXSkFmBjULw', 'uri': 'spotify:track:0cOf4csnt4DeXSkFmBjULw', 'track_href': 'https://api.spotify.com/v1/tracks/0cOf4csnt4DeXSkFmBjULw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0cOf4csnt4DeXSkFmBjULw', 'duration_ms': 348293, 'time_signature': 4}",0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,audio_features,0cOf4csnt4DeXSkFmBjULw,spotify:track:0cOf4csnt4DeXSkFmBjULw,https://api.spotify.com/v1/tracks/0cOf4csnt4DeXSkFmBjULw,https://api.spotify.com/v1/audio-analysis/0cOf4csnt4DeXSkFmBjULw,348293,4
The Harder They Come,2XIr0KTybGQsC1SFfeaZhI,"{'danceability': 0.679, 'energy': 0.575, 'key': 1, 'loudness': -8.037, 'mode': 1, 'speechiness': 0.0715, 'acousticness': 0.634, 'instrumentalness': 0, 'liveness': 0.165, 'valence': 0.79, 'tempo': 102.588, 'type': 'audio_features', 'id': '2XIr0KTybGQsC1SFfeaZhI', 'uri': 'spotify:track:2XIr0KTybGQsC1SFfeaZhI', 'track_href': 'https://api.spotify.com/v1/tracks/2XIr0KTybGQsC1SFfeaZhI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2XIr0KTybGQsC1SFfeaZhI', 'duration_ms': 219907, 'time_signature': 4}",0.679,0.575,1,-8.037,1,0.0715,0.634,0.0,0.165,0.79,102.588,audio_features,2XIr0KTybGQsC1SFfeaZhI,spotify:track:2XIr0KTybGQsC1SFfeaZhI,https://api.spotify.com/v1/tracks/2XIr0KTybGQsC1SFfeaZhI,https://api.spotify.com/v1/audio-analysis/2XIr0KTybGQsC1SFfeaZhI,219907,4
Beat It,1OOtq8tRnDM8kG2gqUPjAj,"{'danceability': 0.776, 'energy': 0.867, 'key': 3, 'loudness': -3.704, 'mode': 0, 'speechiness': 0.0479, 'acousticness': 0.0495, 'instrumentalness': 7.92e-06, 'liveness': 0.197, 'valence': 0.918, 'tempo': 138.827, 'type': 'audio_features', 'id': '1OOtq8tRnDM8kG2gqUPjAj', 'uri': 'spotify:track:1OOtq8tRnDM8kG2gqUPjAj', 'track_href': 'https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1OOtq8tRnDM8kG2gqUPjAj', 'duration_ms': 258040, 'time_signature': 4}",0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,audio_features,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/audio-analysis/1OOtq8tRnDM8kG2gqUPjAj,258040,4
London Calling,124Y9LPRCAz3q2OP0iCvcJ,"{'danceability': 0.654, 'energy': 0.799, 'key': 0, 'loudness': -6.92, 'mode': 1, 'speechiness': 0.0501, 'acousticness': 0.0706, 'instrumentalness': 0, 'liveness': 0.0844, 'valence': 0.755, 'tempo': 133.731, 'type': 'audio_features', 'id': '124Y9LPRCAz3q2OP0iCvcJ', 'uri': 'spotify:track:124Y9LPRCAz3q2OP0iCvcJ', 'track_href': 'https://api.spotify.com/v1/tracks/124Y9LPRCAz3q2OP0iCvcJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/124Y9LPRCAz3q2OP0iCvcJ', 'duration_ms': 199733, 'time_signature': 4}",0.654,0.799,0,-6.92,1,0.0501,0.0706,0.0,0.0844,0.755,133.731,audio_features,124Y9LPRCAz3q2OP0iCvcJ,spotify:track:124Y9LPRCAz3q2OP0iCvcJ,https://api.spotify.com/v1/tracks/124Y9LPRCAz3q2OP0iCvcJ,https://api.spotify.com/v1/audio-analysis/124Y9LPRCAz3q2OP0iCvcJ,199733,4
Duality,61mWefnWQOLf90gepjOCb3,"{'danceability': 0.354, 'energy': 0.982, 'key': 4, 'loudness': -3.026, 'mode': 0, 'speechiness': 0.168, 'acousticness': 0.000237, 'instrumentalness': 0.000294, 'liveness': 0.204, 'valence': 0.194, 'tempo': 143.772, 'type': 'audio_features', 'id': '61mWefnWQOLf90gepjOCb3', 'uri': 'spotify:track:61mWefnWQOLf90gepjOCb3', 'track_href': 'https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3', 'duration_ms': 252613, 'time_signature': 4}",0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,audio_features,61mWefnWQOLf90gepjOCb3,spotify:track:61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3,252613,4
Wake Me up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,"{'danceability': 0.62, 'energy': 0.573, 'key': 0, 'loudness': -11.893, 'mode': 1, 'speechiness': 0.0423, 'acousticness': 0.271, 'instrumentalness': 0, 'liveness': 0.0607, 'valence': 0.897, 'tempo': 81.548, 'type': 'audio_features', 'id': '0ikz6tENMONtK6qGkOrU3c', 'uri': 'spotify:track:0ikz6tENMONtK6qGkOrU3c', 'track_href': 'https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ikz6tENMONtK6qGkOrU3c', 'duration_ms': 231333, 'time_signature': 4}",0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,audio_features,0ikz6tENMONtK6qGkOrU3c,spotify:track:0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/audio-analysis/0ikz6tENMONtK6qGkOrU3c,231333,4
Break on Through (to the Other Side),6ToM0uwxtPKo9CMpbPGYvM,"{'danceability': 0.421, 'energy': 0.751, 'key': 9, 'loudness': -9.584, 'mode': 1, 'speechiness': 0.0472, 'acousticness': 0.2, 'instrumentalness': 0, 'liveness': 0.17, 'valence': 0.789, 'tempo': 89.839, 'type': 'audio_features', 'id': '6ToM0uwxtPKo9CMpbPGYvM', 'uri': 'spotify:track:6ToM0uwxtPKo9CMpbPGYvM', 'track_href': 'https://api.spotify.com/v1/tracks/6ToM0uwxtPKo9CMpbPGYvM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ToM0uwxtPKo9CMpbPGYvM', 'duration_ms': 145867, 'time_signature': 4}",0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,audio_features,6ToM0uwxtPKo9CMpbPGYvM,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/tracks/6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/audio-analysis/6ToM0uwxtPKo9CMpbPGYvM,145867,4
Blue Monday,6hHc7Pks7wtBIW8Z6A0iFq,"{'danceability': 0.762, 'energy': 0.651, 'key': 0, 'loudness': -13.34, 'mode': 1, 'speechiness': 0.0655, 'acousticness': 0.00198, 'instrumentalness': 0.856, 'liveness': 0.111, 'valence': 0.941, 'tempo': 130.395, 'type': 'audio_features', 'id': '6hHc7Pks7wtBIW8Z6A0iFq', 'uri': 'spotify:track:6hHc7Pks7wtBIW8Z6A0iFq', 'track_href': 'https://api.spotify.com/v1/tracks/6hHc7Pks7wtBIW8Z6A0iFq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6hHc7Pks7wtBIW8Z6A0iFq', 'duration_ms': 449160, 'time_signature': 4}",0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,audio_features,6hHc7Pks7wtBIW8Z6A0iFq,spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/tracks/6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/audio-analysis/6hHc7Pks7wtBIW8Z6A0iFq,449160,4
Sir Duke,4pNiE4LCVV74vfIBaUHm1b,"{'danceability': 0.588, 'energy': 0.568, 'key': 6, 'loudness': -9.766, 'mode': 1, 'speechiness': 0.0672, 'acousticness': 0.16, 'instrumentalness': 0, 'liveness': 0.0792, 'valence': 0.952, 'tempo': 106.938, 'type': 'audio_features', 'id': '4pNiE4LCVV74vfIBaUHm1b', 'uri': 'spotify:track:4pNiE4LCVV74vfIBaUHm1b', 'track_href': 'https://api.spotify.com/v1/tracks/4pNiE4LCVV74vfIBaUHm1b', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4pNiE4LCVV74vfIBaUHm1b', 'duration_ms': 232760, 'time_signature': 4}",0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,audio_features,4pNiE4LCVV74vfIBaUHm1b,spotify:track:4pNiE4LCVV74vfIBaUHm1b,https://api.spotify.com/v1/tracks/4pNiE4LCVV74vfIBaUHm1b,https://api.spotify.com/v1/audio-analysis/4pNiE4LCVV74vfIBaUHm1b,232760,4
Dream On,1xsYj84j7hUDDnTTerGWlH,"{'danceability': 0.392, 'energy': 0.476, 'key': 1, 'loudness': -7.583, 'mode': 1, 'speechiness': 0.0249, 'acousticness': 0.397, 'instrumentalness': 0.000163, 'liveness': 0.309, 'valence': 0.234, 'tempo': 78.031, 'type': 'audio_features', 'id': '1xsYj84j7hUDDnTTerGWlH', 'uri': 'spotify:track:1xsYj84j7hUDDnTTerGWlH', 'track_href': 'https://api.spotify.com/v1/tracks/1xsYj84j7hUDDnTTerGWlH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1xsYj84j7hUDDnTTerGWlH', 'duration_ms': 267597, 'time_signature': 4}",0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,audio_features,1xsYj84j7hUDDnTTerGWlH,spotify:track:1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/tracks/1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/audio-analysis/1xsYj84j7hUDDnTTerGWlH,267597,4
How Soon Is Now?,1YrnDTqvcnUKxAIeXyaEmU,"{'danceability': 0.398, 'energy': 0.93, 'key': 11, 'loudness': -6.76, 'mode': 1, 'speechiness': 0.0615, 'acousticness': 0.000854, 'instrumentalness': 0.121, 'liveness': 0.0874, 'valence': 0.725, 'tempo': 190.818, 'type': 'audio_features', 'id': '1YrnDTqvcnUKxAIeXyaEmU', 'uri': 'spotify:track:1YrnDTqvcnUKxAIeXyaEmU', 'track_href': 'https://api.spotify.com/v1/tracks/1YrnDTqvcnUKxAIeXyaEmU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1YrnDTqvcnUKxAIeXyaEmU', 'duration_ms': 408173, 'time_signature': 4}",0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,audio_features,1YrnDTqvcnUKxAIeXyaEmU,spotify:track:1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/tracks/1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/audio-analysis/1YrnDTqvcnUKxAIeXyaEmU,408173,4
You Give Love a Bad Name,0rmGAIH9LNJewFw7nKzZnc,"{'danceability': 0.541, 'energy': 0.96, 'key': 0, 'loudness': -2.947, 'mode': 0, 'speechiness': 0.0505, 'acousticness': 0.0663, 'instrumentalness': 2.25e-06, 'liveness': 0.344, 'valence': 0.812, 'tempo': 122.803, 'type': 'audio_features', 'id': '0rmGAIH9LNJewFw7nKzZnc', 'uri': 'spotify:track:0rmGAIH9LNJewFw7nKzZnc', 'track_href': 'https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc', 'duration_ms': 222707, 'time_signature': 4}",0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,audio_features,0rmGAIH9LNJewFw7nKzZnc,spotify:track:0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,222707,4
Ambrosia,3GVhCuS4BRxCTvVj4Cmc8w,"{'danceability': 0.667, 'energy': 0.513, 'key': 4, 'loudness': -7.96, 'mode': 1, 'speechiness': 0.026, 'acousticness': 0.305, 'instrumentalness': 0, 'liveness': 0.0851, 'valence': 0.518, 'tempo': 95.306, 'type': 'audio_features', 'id': '3GVhCuS4BRxCTvVj4Cmc8w', 'uri': 'spotify:track:3GVhCuS4BRxCTvVj4Cmc8w', 'track_href': 'https://api.spotify.com/v1/tracks/3GVhCuS4BRxCTvVj4Cmc8w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3GVhCuS4BRxCTvVj4Cmc8w', 'duration_ms': 283400, 'time_signature': 4}",0.667,0.513,4,-7.96,1,0.026,0.305,0.0,0.0851,0.518,95.306,audio_features,3GVhCuS4BRxCTvVj4Cmc8w,spotify:track:3GVhCuS4BRxCTvVj4Cmc8w,https://api.spotify.com/v1/tracks/3GVhCuS4BRxCTvVj4Cmc8w,https://api.spotify.com/v1/audio-analysis/3GVhCuS4BRxCTvVj4Cmc8w,283400,4
A Boy Brushed Red Living In Black And White,47IWLfIKOKhFnz1FUEUIkE,"{'danceability': 0.419, 'energy': 0.932, 'key': 1, 'loudness': -3.604, 'mode': 0, 'speechiness': 0.106, 'acousticness': 0.00171, 'instrumentalness': 0, 'liveness': 0.137, 'valence': 0.445, 'tempo': 169.881, 'type': 'audio_features', 'id': '47IWLfIKOKhFnz1FUEUIkE', 'uri': 'spotify:track:47IWLfIKOKhFnz1FUEUIkE', 'track_href': 'https://api.spotify.com/v1/tracks/47IWLfIKOKhFnz1FUEUIkE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/47IWLfIKOKhFnz1FUEUIkE', 'duration_ms': 268000, 'time_signature': 4}",0.419,0.932,1,-3.604,0,0.106,0.00171,0.0,0.137,0.445,169.881,audio_features,47IWLfIKOKhFnz1FUEUIkE,spotify:track:47IWLfIKOKhFnz1FUEUIkE,https://api.spotify.com/v1/tracks/47IWLfIKOKhFnz1FUEUIkE,https://api.spotify.com/v1/audio-analysis/47IWLfIKOKhFnz1FUEUIkE,268000,4
